Захаров Петр Олегович;Адмиралтейский округ;5;Объединенные Демократы;
Казачинский  Кирилл Владимирович;Коломна;1;Объединенные Демократы;
Пушкин Владислав Юрьевич;Екатерингофский;11;Объединенные Демократы;
Хвасынова Анастасия Сергеевна;Екатерингофский;12;Штаб Навального;
Войтяцкий Алексей Борисович; округ № 7;13;Объединенные Демократы;
Волков Алексей Маркович; округ № 7;14;Объединенные Демократы;
Касаткин Алексей Викторович; округ № 7;14;Объединенные Демократы;
Вавилина Нэлли Юрьевна; округ № 7;14;Объединенные Демократы;
Диденко Станислав Викторович;Васильевский ;15;Объединенные Демократы;
Касаткин Алексей Викторович;Васильевский ;16;Объединенные Демократы;
Фаттуш Ольга Александровна;Гавань;17;Объединенные Демократы;
Вавилина Нэлли Юрьевна;Гавань;17;Объединенные Демократы;
Журавлев Артем Владимирович;Гавань;17;Объединенные Демократы;
Карлин Евгений Алексеевич;Гавань;17;Объединенные Демократы;
Кузин Сергей Владимирович;Гавань;18;Объединенные Демократы;
Синяк Александра Александровна;Гавань;18;Объединенные Демократы;
Огородников Виталий Игоревич;Гавань;18;Объединенные Демократы;
Кощеева Олеся Викторовна;Гавань;18;Объединенные Демократы;
Суходольский Вадим Александрович;Морской;19;Объединенные Демократы;
Данилов Дмитрий Александрович;Морской;19;Объединенные Демократы;
Васильев Денис Борисович;Морской;19;Объединенные Демократы;
Федин Владимир Александрович;Морской;19;Объединенные Демократы;
Барченков Леонид Борисович;Морской;19;Объединенные Демократы;
Горбацевич Антон Николаевич;Морской;20;Объединенные Демократы;
Батожок Егор Александрович;Морской;20;Объединенные Демократы;
Галкина Ольга Владимировна;Морской;20;Объединенные Демократы;
Камольникова Наталья Владимировна;Морской;20;Объединенные Демократы;
Голубков Александр Андреевич;Морской;20;Объединенные Демократы;
Еленко Евгений Анатольевич;Остров Декабристов;21;Объединенные Демократы;
Стужин Дмитрий Георгиевич;Остров Декабристов;21;Объединенные Демократы;
Силантьев Владимир Владимирович;Остров Декабристов;22;Объединенные Демократы;
Галиллев Сергей Михайлович;Остров Декабристов;22;Объединенные Демократы;
Первовский Владимир Сергеевич;Сампсониевское ;24;Объединенные Демократы;
Воюцкая Мария Игоревна;Светлановское;26;Объединенные Демократы;
Милехин Александр Валерьевич;Светлановское;26;Объединенные Демократы;
Магер Виктор Александрович;Светлановское;28;Объединенные Демократы;
Евстафьева Янина Владимировна;Светлановское;28;Объединенные Демократы;
Кравченко Роман Владимирович;Сосновское ;2;Объединенные Демократы;
Иванов Кирилл Андреевич;Сосновское ;2;Объединенные Демократы;
Квашина Светлана Евгеньевна;Сосновское ;3;Объединенные Демократы;
Деркаченко Виталий Олегович;№ 15;1;Объединенные Демократы;
Максимов Александр Сергеевич;№ 15;1;Объединенные Демократы;
Самусев Сергей Александрович;№ 15;1;Объединенные Демократы;
Немеровский Александр Геннадьевич;Шувалово-Озерки;1;Объединенные Демократы;
Борисов Михаил Максимович;Шувалово-Озерки;2;Объединенные Демократы;
Роман Иван Александрович;Шувалово-Озерки;2;Объединенные Демократы;
Федотов Сергей Владимирович;Шувалово-Озерки;3;Объединенные Демократы;
Капустин Александр Леонидович;Парголово;1;Объединенные Демократы;
Дюве Любовь Николаевна;Парголово;2;Объединенные Демократы;
Вербицкий Павел Анатольевич;Гражданка;45;Объединенные Демократы;
Каширкин Константин Вячеславович;Гражданка;45;Объединенные Демократы;
Мурадов Кэмран Теймур оглы;Гражданка;45;Объединенные Демократы;
Кузьмин Станислав Владимирович;Гражданка;46;Объединенные Демократы;
Лапшангская Анастасия Викторовна;Гражданка;46;Объединенные Демократы;
Петров Алексей Александрович;Гражданка;47;Объединенные Демократы;
Уланов Дмитрий Витальевич;Академическое;52;Объединенные Демократы;
Панов Глеб Борисович;Финлянский округ;53;Объединенные Демократы;
Мошина Юлия Сергеевна;Финлянский округ;53;Объединенные Демократы;
Травин Виктор Владимирович;Финлянский округ;53;Объединенные Демократы;
Зуев Игорь Владимирович;Финлянский округ;53;Объединенные Демократы;
Миловидов Николай Васильевич;Финлянский округ;53;Объединенные Демократы;
Желдыбин Иван Викторович;Финлянский округ;54;Объединенные Демократы;
Суздалев Виталий Александрович;Финлянский округ;54;Объединенные Демократы;
Ромашин Вадим Валерьевич;Финлянский округ;54;Объединенные Демократы;
Левин Кирилл Александрович;Финлянский округ;56;Объединенные Демократы;
Самерсова Наталья Михайловна;Финлянский округ;56;Объединенные Демократы;
Уткина Светлана Анатольевна;Финлянский округ;56;Объединенные Демократы;
Каширкин Константин Вячеславович;Пискарёвка;61;Объединенные Демократы;
Мурадов Кэмран Теймур Аглы;Пискарёвка;61;Объединенные Демократы;
Бакан Марианна Игоревна;Северный ;63;Объединенные Демократы;
Перетрухин Олег Анатольевич;Северный ;63;Объединенные Демократы;
Яжуткин Артем Александрович;Северный ;63;Объединенные Демократы;
Бруссер Александра Викторовна;Прометей;67;Объединенные Демократы;
Евдокимов Денис Васильевич;Прометей;67;Объединенные Демократы;
Ческидова Анастасия Алексеевна;Прометей;67;Объединенные Демократы;
Гук Александр Викторович;Прометей;68;Объединенные Демократы;
Подзноев Андрей Александрович;Красненькая речка;1;Объединенные Демократы;
Краско Наталья Александровна;Морские ворота;89;Объединенные Демократы;
Мордовец Виталий Анатольевич;Морские ворота;89;Объединенные Демократы;
Мохов Илья Сергеевич;Морские ворота;89;Объединенные Демократы;
Седельникова Таисия Владимировна;Морские ворота;89;Объединенные Демократы;
Виниченко Сергей Александрович;Морские ворота;89;Объединенные Демократы;
Анисимов Дмитрий Игоревич;Морские ворота;90;Объединенные Демократы;
Белый Сергей Леонтьевич;Морские ворота;90;Объединенные Демократы;
Давыдов Андрей Владимирович;Морские ворота;90;Объединенные Демократы;
Лобановский Александр  Олегович;Морские ворота;90;Объединенные Демократы;
Потапов Даниил Валерьевич;Морские ворота;90;Объединенные Демократы;
Сафонов Виталий Викторович;Морские ворота;90;Объединенные Демократы;
Грязнов Виталий Валерьевич;Нарвский округ;1;Объединенные Демократы;
Каруличева Анна Николаевна;Нарвский округ;1;Объединенные Демократы;
Самосадкин Сергей Викторович;Нарвский округ;2;Объединенные Демократы;
Михайлов Алексей Дмитриевич;Нарвский округ;2;Объединенные Демократы;
Крупко Сергей Владимирович;Ульянка ;73;Объединенные Демократы;
Маликов Владимир Владимирович;Ульянка ;74;Объединенные Демократы;
Матиенко Елена Сергеевна;Ульянка ;74;Объединенные Демократы;
Бойко Дмитрий Алексеевич;Ульянка ;75;Объединенные Демократы;
Аскерова Эсмира Фаиговна;Ульянка ;75;Объединенные Демократы;
Кондрашов Павел Вячеславович;Ульянка ;75;Объединенные Демократы;
Смирнов Евгений Николаевич;Ульянка ;75;Объединенные Демократы;
Счастков Андрей Станиславович;Ульянка ;75;Объединенные Демократы;
Дрожжина Дарья Александровна;Ульянка ;76;Объединенные Демократы;
Кондрашова Елена Анатольевна;Ульянка ;76;Объединенные Демократы;
Претро Полина Игоревна;Ульянка ;76;Объединенные Демократы;
Уткина Светлана Анатольевна;Ульянка ;76;Объединенные Демократы;
Шлыков Игорь Олегович;Ульянка ;76;Объединенные Демократы;
Кириллов Никита Никитович;Ульянка ;76;Объединенные Демократы;
Бачериков Владислав Валерьевич;Колпино;3;Объединенные Демократы;
Андреева Виктория Валерьевна;Малая Охта;1;Штаб Навального;
Богданов Андрей Иванович;Малая Охта;1;Штаб Навального;
Ветохина Мария Геннадьевна;Малая Охта;3;Объединенные Демократы;
Волошин Артем Владимирович;Малая Охта;3;Штаб Навального;
Гостев Сергей Анатольевич;Малая Охта;3;Штаб Навального;
Золотенко Нина Андреевна;Малая Охта;1;Объединенные Демократы;
Кунин Василий Евгеньевич;Малая Охта;2;Объединенные Демократы;
Мироненко Татьяна Игоревна;Малая Охта;2;Объединенные Демократы;
Сизова Полина Владимировна;Малая Охта;2;Объединенные Демократы;
Голованова Татьяна Николаевна;Большая Охта;10;Объединенные Демократы;
Алферова Марианна Владимировна;Пороховые;108;Объединенные Демократы;
Бруссер Александра Викторовна;Пороховые;109;Объединенные Демократы;
Гаустов Кирилл Артемович;Пороховые;108;Объединенные Демократы;
Евдокимов Денис Васильевич;Пороховые;109;Объединенные Демократы;
Кузнецов Дмитрий Валерьевич;Пороховые;110;Объединенные Демократы;
Милехин Александр Валерьевич;Пороховые;109;Объединенные Демократы;
Новиков Александр Алексеевич;Пороховые;111;Объединенные Демократы;
Островская Нататья Вячеславовна;Пороховые;109;Объединенные Демократы;
Павлов Антон Георгиевич;Пороховые;110;Объединенные Демократы;
Преснякова Юлия Валерьевна;Пороховые;110;Объединенные Демократы;
Рогозин Ян Сергеевич;Пороховые;108;Объединенные Демократы;
Сажнев Всеволод Ильич;Пороховые;110;Объединенные Демократы;
Семежанова Елена Игоревна;Пороховые;108;Объединенные Демократы;
Сиялов Илья Валерьевич;Пороховые;108;Объединенные Демократы;
Сторожев Сергей Васильевич;Пороховые;109;Штаб Навального;
Акимов Петр Александрович;Горелово;2;Объединенные Демократы;
Часнык Александр Витальевич;Южно-Приморский ;1;Объединенные Демократы;
Кузнецов Александр Алексеевич;Южно-Приморский ;2;Объединенные Демократы;
Красный Евгений Николаевич;Южно-Приморский ;3;Объединенные Демократы;
Маликов Владимир Владимирович;Южно-Приморский ;3;Объединенные Демократы;
Матиенко Елена Сергеевна;Южно-Приморский ;3;Объединенные Демократы;
Мишихин Андрей Александрович;Южно-Приморский ;5;Объединенные Демократы;
Бредихин Алексей Леонидович;Урицк;1;Объединенные Демократы;
Смирнов Евгений Николаевич;Урицк;2;Объединенные Демократы;
Сысуев Владислав Юрьевич;Урицк;2;Объединенные Демократы;
Бабушкин Александр Львович;Урицк;2;Объединенные Демократы;
Кузнецова Татьяна Владимировна;Константиновское ;2;Объединенные Демократы;
Сысоев Кирилл Александрович;Константиновское ;2;Объединенные Демократы;
Крупко Сергей Владимирович;Константиновское ;2;Объединенные Демократы;
Николаев Дмитрий Андреевич;Юго-Запад;1;Объединенные Демократы;
Стафеев Павел Алексеевич;Юго-Запад;1;Объединенные Демократы;
Беляков Максим Александрович;Юго-Запад;1;Объединенные Демократы;
Дмитриев Лев Михайлович;Юго-Запад;1;Объединенные Демократы;
Безбородова Алина Сергеевна;Юго-Запад;2;Объединенные Демократы;
Димидов Дмитрий Сергеевич;Юго-Запад;4;Объединенные Демократы;
Чуркин Павел Александрович;КОМАРОВО ПОСЕЛОК;1;Объединенные Демократы;
Анисичкин Евгений Викторович;ПЕСОЧНЫЙ ПОСЕЛОК;2;Объединенные Демократы;
Пахтусов Евгений Николаевич;ПЕСОЧНЫЙ ПОСЕЛОК;2;Объединенные Демократы;
Начинкин Дмитрий Николаевич;ПЕСОЧНЫЙ ПОСЕЛОК;2;Объединенные Демократы;
Тимофеева Ульяна Николаевна;Новоизмайловское ;139;Объединенные Демократы;
Дурнавцев Кирилл Викторович;Новоизмайловское ;140;Объединенные Демократы;
Галанин Роман Игоревич;Пулковский меридиан;143;Объединенные Демократы;
Артемьев Артур Германович;Звездное;2;Объединенные Демократы;
Шлемев Петр Владимирович;Звездное;3;Объединенные Демократы;
Ильина Екатерина Ростиславовна;Звездное;4;Объединенные Демократы;
Пятаев Никита Владиславович;Звездное;4;Объединенные Демократы;
Смирнова Арина Владимировна;Звездное;4;Объединенные Демократы;
Капустин Алексей Валерьевич;Невская застава;150;Объединенные Демократы;
Ловцов Алексей Юрьевич;Невская застава;150;Объединенные Демократы;
Рукосуев Валентин Евгеньевич;Ивановский ;153;Объединенные Демократы;
Сорокин Андрей Юрьевич;Ивановский ;153;Объединенные Демократы;
Угрюмов Алексей Егорович;Ивановский ;153;Объединенные Демократы;
Сорокина Екатерина Андреевна;Рыбацкое;157;Объединенные Демократы;
Сорокин Виталий Викторович;Рыбацкое;157;Объединенные Демократы;
Ковалене Вадим Николаевич;Рыбацкое;157;Объединенные Демократы;
Глуховский Георгий Андреевич;Народный ;158;Объединенные Демократы;
Горохов Дмитрий Андреевич;Народный ;158;Объединенные Демократы;
Апарин Владимир Александрович;Народный ;159;Объединенные Демократы;
Печенкин Игорь Викторович;Народный ;160;Объединенные Демократы;
Печенкина Юлия Михайловна;Народный ;160;Объединенные Демократы;
Рукосуев Валентин Евгеньевич;Народный ;160;Объединенные Демократы;
Бачманова Галина Кирилловна;Народный ;160;Объединенные Демократы;
"	Полтарацкий Сергей Викторович";Народный ;161;Объединенные Демократы;
Ермолаев Антон Сергеевич;№ 54;162;Объединенные Демократы;
Шевцов Дмитрий Валерьевич;№ 54;162;Объединенные Демократы;
Мусатов Федор Андреевич;№ 54;162;Объединенные Демократы;
Исупов Феликс Борисович;№ 54;163;Объединенные Демократы;
Паелов Максим Вячеславович;№ 54;163;Объединенные Демократы;
Филиппов Алексей Игоревич;№ 54;164;Объединенные Демократы;
Калязина Дарья Михайловна;№ 54;165;Объединенные Демократы;
Караваев Дмитрий Андреевич;№ 54;165;Объединенные Демократы;
Тимофеева Вера Владимировна;№ 54;165;Объединенные Демократы;
Анохин Константин Михайлович;Невский округ;166;Объединенные Демократы;
Чурилов Игорь Михайлович;Невский округ;166;Объединенные Демократы;
Волков Кирилл Игоревич;ОККЕРВИЛЬ;170;Объединенные Демократы;
Ананьев Валерий Петрович;№  21;59;Справедливая Россия;
Краснов Руслан Валентинович;Правобережный;174;Объединенные Демократы;
Галкин Николай Николаевич;Правобережный;175;Объединенные Демократы;
Горчакова Марина Александровна;Правобережный;175;Объединенные Демократы;
Грудин Федор Владимирович;Правобережный;175;Объединенные Демократы;
Орлов Алексей Русланович;Правобережный;175;Объединенные Демократы;
Семененко Евгений Валентинович;Правобережный;177;Объединенные Демократы;
Миров Юрий Вячеславович;Правобережный;177;Объединенные Демократы;
Гадзиковский Станислав Валентинович;Правобережный;177;Объединенные Демократы;
Злобин Иван Юрьевич;Посадский;182;Объединенные Демократы;
Гладенко Юлия Александровна;Посадский;183;Объединенные Демократы;
Иванов Эрнест Викторович;СТРЕЛЬНА ПОСЕЛОК;3;Объединенные Демократы;
Мережко Юрий Игоревич;ПЕТЕРГОФ ГОРОД;1;Объединенные Демократы;
Резник Андрей Николаевич;ЛОМОНОСОВ ГОРОД;1;Объединенные Демократы;
Стефанов Алексей Алексеевич;ЛОМОНОСОВ ГОРОД;1;Объединенные Демократы;
Тихонов Максим Аркадьевич;ЛОМОНОСОВ ГОРОД;3;Объединенные Демократы;
Ильченко Виктор Вадимович;ЛОМОНОСОВ ГОРОД;4;Объединенные Демократы;
Претро Полина Игоревна;ЛОМОНОСОВ ГОРОД;5;Объединенные Демократы;
Шлыков Игорь Олегович;ЛОМОНОСОВ ГОРОД;5;Объединенные Демократы;
Постовар Сергей Геннадиевич;№ 65;192;Объединенные Демократы;
Минеев Михаил Павлович;№ 65;192;Объединенные Демократы;
Якушев Александр Николаевич;№ 65;193;Объединенные Демократы;
"	Григорьев Виталий Анатольевич";Черная речка;1;Штаб Навального;
"	Мохов Илья Сергеевич";Черная речка;1;Объединенные Демократы;
Бобылёва Юлия Михайловна;Черная речка;3;Штаб Навального;
Бродовских Алексей Александрович;Черная речка;3;Объединенные Демократы;
Баздырева Наталья Станиславовна;№  21;60;Справедливая Россия;
Логачёва Зорислава Дмитриевна;Черная речка;2;Объединенные Демократы;
Петялин Дмитрий Акселевич;Черная речка;3;Объединенные Демократы;
Анкудинов Юрий Владимирович;Комендантский аэродром;198;Объединенные Демократы;
Муравьев Сергей Павлович;Комендантский аэродром;198;Объединенные Демократы;
Трофимов Петр Владимирович;Озеро Долгое;205;Объединенные Демократы;
Тутушкин Вячеслав Владимирович;Озеро Долгое;205;Объединенные Демократы;
Шуринов Сергей Александрович;Юнтолово;692;Объединенные Демократы;
Лысов Дмитрий Витальевич;Юнтолово;692;Объединенные Демократы;
Самерсова Наталья Михайловна;Юнтолово;692;Объединенные Демократы;
Тайбери Кристина Васильевна;Юнтолово;695;Объединенные Демократы;
Синицын Константин Иванович;Юнтолово;695;Объединенные Демократы;
Флотсков Валерий Михайлович;Коломяги;206;Объединенные Демократы;
Смыков Кирилл Владимирович;Коломяги;206;Объединенные Демократы;
Соболев Иван Геннадьевич;Коломяги;206;Объединенные Демократы;
Сумин Дмитрий Викторович;Коломяги;206;Объединенные Демократы;
Захарова Ольга Сергеевна;Коломяги;207;Объединенные Демократы;
Максимов Сергей Владимирович;Коломяги;207;Объединенные Демократы;
Семенова Ольга Вячеславовна;Коломяги;207;Объединенные Демократы;
Зелепухин Николай Олегович;Коломяги;208;Объединенные Демократы;
Кузнецова Татьяна Александровна;Коломяги;208;Объединенные Демократы;
Федосеев Александр Викторович;Коломяги;208;Объединенные Демократы;
Веремеенко Татьяна Витальевна;Коломяги;209;Объединенные Демократы;
Шинкарева Елена Николаевна;Коломяги;209;Объединенные Демократы;
Анкудинов Юрий Владимирович;Коломяги;209;Объединенные Демократы;
Песоцкий Иван Витальевич;Коломяги;209;Объединенные Демократы;
Жаров Владимир Александрович;ПУШКИН ГОРОД;4;Объединенные Демократы;
Мироненко Татьяна Игоревна;ПУШКИН ГОРОД;4;Объединенные Демократы;
Косов Константин Александрович;ПУШКИН ГОРОД;4;Объединенные Демократы;
Павлов Геннадий Юрьевич;ПАВЛОВСК ГОРОД;1;Объединенные Демократы;
Гумеров Александр Равилевич;ШУШАРЫ ПОСЕЛОК;2;Объединенные Демократы;
Воробьев Павел Сергеевич;Волковское ;208;Объединенные Демократы;
Зайцева Светлана Геннадьевна;№ 72;212;Объединенные Демократы;
Капустин Денис Львович;№ 72;212;Объединенные Демократы;
Соколов Олег Сергеевич;№ 72;212;Объединенные Демократы;
Харитоненко Николай Валерьевич;№ 72;212;Объединенные Демократы;
Кондратьева Юлия Николаевна;№ 72;213;Объединенные Демократы;
Косов Константин Александрович;№ 72;213;Объединенные Демократы;
Малышин Николай Леонидович;№ 72;213;Объединенные Демократы;
Силин Сергей Юрьевич;№ 72;213;Объединенные Демократы;
Швец Павел Евгеньевич;№ 72;213;Объединенные Демократы;
Волохонский Владимир Львович;№ 72;214;Объединенные Демократы;
Голованов Александр Андреевич;№ 72;214;Объединенные Демократы;
Дзекановский Даниил Вадимович;№ 72;214;Объединенные Демократы;
Первушина Елена Валентиновна;№ 72;214;Объединенные Демократы;
Петрова Наталья Михайловна;№ 72;214;Объединенные Демократы;
Изыкина Валентина Владимировна;№ 72;215;Объединенные Демократы;
Кулекин Вячеслав Николаевич;№ 72;215;Объединенные Демократы;
Мироненко Татьяна Игоревна;№ 72;215;Объединенные Демократы;
Сурков Константин Васильевич;№ 72;215;Объединенные Демократы;
Хейкинен Ирина Сергеевна;№ 72;215;Объединенные Демократы;
Аристов Сергей Владимирович;Купчино;216;Объединенные Демократы;
Ащепков Александр Юрьевич;Купчино;216;Объединенные Демократы;
Лисицын Игорь Игоревич;Купчино;216;Объединенные Демократы;
Садкин Филипп Александрович;Купчино;216;Объединенные Демократы;
Смирин Лев Михайлович;Купчино;216;Объединенные Демократы;
Аристова Юлия Викторовна;Купчино;219;Объединенные Демократы;
Бондаренко Роман Аликович;Купчино;219;Объединенные Демократы;
Гришин Валентин Анатольевич;Купчино;219;Объединенные Демократы;
Зайцева Ирина Сергеевна;Купчино;219;Объединенные Демократы;
Юдина Гюзель Рафаильевна;Купчино;219;Объединенные Демократы;
Яцеленко Алексей Валерьевич;Георгиевский;220;Объединенные Демократы;
Никулин Андрей Владимирович;Георгиевский;221;Объединенные Демократы;
Траньков Платон Сергеевич;Георгиевский;222;Объединенные Демократы;
Андронов Евгений Евгеньевич;Балканский ;226;Объединенные Демократы;
Григорьев Роман Николаевич;Балканский ;229;Объединенные Демократы;
Баданина Ольга Александровна;Дворцовый;230;Объединенные Демократы;
Голонская Елизавета Игоревна;Дворцовый;230;Объединенные Демократы;
Измайкова Анастасия Денисовна;Дворцовый;230;Объединенные Демократы;
Студеникина Александра Александровна;Дворцовый;230;Объединенные Демократы;
Торопова Даяна Сергеевна;Дворцовый;230;Объединенные Демократы;
Грейханова Карина Александровна;Дворцовый;231;Объединенные Демократы;
Каркавцева Мария Павловна;Дворцовый;231;Объединенные Демократы;
Новикова Мария Михайловна;Дворцовый;231;Объединенные Демократы;
Родина Анастасия Юрьевна;Дворцовый;231;Объединенные Демократы;
Спиридонов Георгий Игоревич;Дворцовый;231;Объединенные Демократы;
