Захаров Петр Олегович;Адмиралтейский округ;5;Объединенные Демократы;
Николаев Михаил Геннадьевич;Академическое;49;Справедливая Россия;
Погодин Денис Витальевич;Академическое;50;Справедливая Россия;
Попова Елена Юрьевна;Академическое;51;Справедливая Россия;
Раднаев Александр Владимирович;Академическое;50;Справедливая Россия;
Репин Виктор Николаевич;Академическое;50;Справедливая Россия;
Родионов Вячеслав Адольфович;Академическое;52;Справедливая Россия;
Уцеховский Александр Александрович;Академическое;51;Справедливая Россия;
Швецов Константин Владимирович;Академическое;52;Справедливая Россия;
Шевяков Вячеслав Николаевич;Академическое;50;Справедливая Россия;
Лукьянов Сергей Валентинович;Александровская;1;Справедливая Россия;
Виноградова Диана Владимировна;Большая Охта;6;Справедливая Россия;
Ганичев Сергей Геннадьевич;Большая Охта;4;Справедливая Россия;
Королева Манефа Валерьевна;Большая Охта;1;Справедливая Россия;
Бондаренко Глеб Андреевич;Васильевский ;16;Справедливая Россия;
Гершевич Евгений Минеевич;Васильевский ;16;Справедливая Россия;
Овечкина Янина Юрьевна;Васильевский ;16;Справедливая Россия;
Синичкина Галина Олеговна;Васильевский ;15;Справедливая Россия;
"	Терехова Ольга Валерьевна";Васильевский ;16;Справедливая Россия;
Томашевский Евгений Игоревич;Васильевский ;15;Справедливая Россия;
Шеленина Маргарита Сергеевна;Васильевский ;16;Справедливая Россия;
Аржанников Денис Семенович;Владимирский ;244;Справедливая Россия;
Зенкевич Сергей Олегович;Владимирский ;244;Справедливая Россия;
Зинкевич Константин Эдуардович;Владимирский ;245;Справедливая Россия;
Иванов Антон Арнольдович;Владимирский ;245;Справедливая Россия;
Когинов Игорь Владимирович;Владимирский ;247;Справедливая Россия;
Пастухов Эдуард Георгиевич;Владимирский ;245;Справедливая Россия;
Солодянникова Татьяна Леонидовна;Владимирский ;245;Справедливая Россия;
Федосеев Андрей Евгеньевич;Владимирский ;245;Справедливая Россия;
Филиппов Дмитрий Анатольевич;Владимирский ;244;Справедливая Россия;
Яковлев Антон Дмитриевич;Владимирский ;244;Справедливая Россия;
Аристов Дмитрий Иванович;Волковское ;208;Справедливая Россия;
Васильев Олег Николаевич;Волковское ;208;Справедливая Россия;
Васильев Руслан Александрович;Волковское ;208;Справедливая Россия;
Войновский Кирилл Евгеньевич;Волковское ;208;Справедливая Россия;
Демин Станислав Игоревич;Волковское ;209;Справедливая Россия;
Загороднюк Евгений Николаевич;Волковское ;209;Справедливая Россия;
Лобанов Денис Олегович;Волковское ;209;Справедливая Россия;
Мамаев Вадим Сергеевич;Волковское ;211;Справедливая Россия;
Мамаев Юрий Сергеевич;Волковское ;210;Справедливая Россия;
Михайлов Павел Сергеевич;Волковское ;210;Справедливая Россия;
Михайлова Ольга Михайловна;Волковское ;210;Справедливая Россия;
Никулина Татьяна Вячеславовна;Волковское ;209;Справедливая Россия;
Новиков Александр Викторович;Волковское ;210;Справедливая Россия;
Омельяненко Герман Сергеевич;Волковское ;209;Справедливая Россия;
Потеребо Тарас Анатольевич;Волковское ;211;Справедливая Россия;
Умнов Юрий Анатольевич;Волковское ;211;Справедливая Россия;
Цветкова Виктория Игоревна;Волковское ;211;Справедливая Россия;
Леженин Сергей Сергеевич;ДАЧНОЕ;77;Справедливая Россия;
Тихонов Максим Аркадьевич;Ивановский ;152;Справедливая Россия;
Кузык Роман Николаевич;Княжево;4;Справедливая Россия;
Петровец Кирилл Сергеевич;Княжево;4;Справедливая Россия;
Рыжов Олег Алексеевич;Княжево;3;Справедливая Россия;
Шулев Андрей Леонидович;Княжево;1;Справедливая Россия;
Ковалев Дмитрий Юрьевич;Коломна;1;Справедливая Россия;
Храмцов Эдуард Николаевич;Коломна;1;Справедливая Россия;
Амосова Галия Михайловна;Гражданка;48;Объединенные Демократы;
Беляева Елена Вячеславовна;Гражданка;46;Объединенные Демократы;
Буевич Алена Эдуардовна;Гражданка;46;Объединенные Демократы;
Бурман Георгий Владимирович;Гражданка;48;Объединенные Демократы;
Васильев Никита Анатольевич;Гражданка;46;Объединенные Демократы;
Васильева Елена Борисовна;Гражданка;48;Объединенные Демократы;
Иванов Константин Александрович;Гражданка;48;Объединенные Демократы;
Иванова Марина Сергеевна;Гражданка;45;Объединенные Демократы;
Майорова Ирина Борисовна;Гражданка;47;Объединенные Демократы;
Назаров Сергей Анатольевич;Гражданка;47;Объединенные Демократы;
Рекстин Алексей Феликсович;Гражданка;48;Объединенные Демократы;
Сафонов Вадим Константинович;Гражданка;47;Объединенные Демократы;
Снисаренко Анатолий Николаевич;Гражданка;47;Объединенные Демократы;
Туголуков Михаил Сергеевич;Гражданка;45;Объединенные Демократы;
Каплюк Владимир Владимирович;Коломна;2;Справедливая Россия;
"	Иванкин Никита Владимирович";Коломна;2;Справедливая Россия;
Батьков Егор Вадимович;Колпино;2;Справедливая Россия;
Безверхий Владимир Анатольевич;Колпино;5;Справедливая Россия;
Белякова Оксана Валентиновна;Колпино;2;Справедливая Россия;
Даморатская Марина Алексеевна;Колпино;5;Справедливая Россия;
Дюба Константин Олегович;Колпино;5;Справедливая Россия;
Коковина Надежда Михайловна;Колпино;1;Справедливая Россия;
Можин Александр Сергеевич;Колпино;2;Справедливая Россия;
Потылицын Дмитрий Игоревич;Колпино;4;Справедливая Россия;
Пухова Алена Сергеевна;Колпино;3;Справедливая Россия;
Рахманов Иван Максимович;Колпино;3;Справедливая Россия;
Ревягин Сергей Вячеславович;Колпино;1;Справедливая Россия;
Данилов Сергей Николаевич;Константиновское ;1;Справедливая Россия;
Данилова Виктория Анатольевна;Константиновское ;2;Справедливая Россия;
Ткачев Валерий Александрович;Константиновское ;2;Справедливая Россия;
Волочай Иван Владимирович;Красное Село;2;Справедливая Россия;
Зайцев Руслан Сергеевич;Красное Село;1;Справедливая Россия;
Курносов Григорий Викторович;Красное Село;1;Справедливая Россия;
Любимова Наталья Георгиевна;Красное Село;2;Справедливая Россия;
Оськин Александр Федорович;Красное Село;2;Справедливая Россия;
Пилипенко Артем Петрович;Красное Село;2;Справедливая Россия;
Шарупич Григорий Геннадьевич;Красное Село;2;Справедливая Россия;
Удин Михаил Петрович;КРОНШТАДТ;2;Справедливая Россия;
Агарков Константин Юрьевич;Левашово;2;Справедливая Россия;
Архарова Наталья Геннадьевна;Левашово;2;Справедливая Россия;
Быстрова Любовь Романовна;Левашово;1;Справедливая Россия;
Зорин Сергей Викторович;Левашово;2;Справедливая Россия;
Клюшниченко Андрей Анатольевич;Левашово;2;Справедливая Россия;
Петрова Галина Алексеевна;Левашово;2;Справедливая Россия;
Корепанов Юрий Николаевич;Левашово;1;Справедливая Россия;
Соломаха Александр Иванович;Левашово;1;Справедливая Россия;
Федоров Сергей Николаевич;Левашово;1;Справедливая Россия;
Шерпа Леонид Петрович;Левашово;1;Справедливая Россия;
Караваева Елена Сергеевна;Литейный ;236;Справедливая Россия;
Ротгольц Родион Леонидович;Литейный ;235;Справедливая Россия;
Уразгильдеев Дмитрий Хусяинович;Литейный ;235;Справедливая Россия;
Васильева Ксения Александровна;ЛОМОНОСОВ ГОРОД;4;Справедливая Россия;
Захаров Евгений Александрович;ЛОМОНОСОВ ГОРОД;5;Справедливая Россия;
Киселев Семен Игнатьевич;ЛОМОНОСОВ ГОРОД;2;Справедливая Россия;
Косовских Ирина Владимировна;ЛОМОНОСОВ ГОРОД;3;Справедливая Россия;
Преснякова Мария Константиновна;ЛОМОНОСОВ ГОРОД;1;Справедливая Россия;
Саидов Рустам Сатторович;ЛОМОНОСОВ ГОРОД;2;Справедливая Россия;
Яковлев Максим Сергеевич;ЛОМОНОСОВ ГОРОД;4;Справедливая Россия;
Щелоков Леонид Юрьевич;Малая Охта;3;Справедливая Россия;
Александров Борис Васильевич;МЕТАЛЛОСТРОЙ;1;Справедливая Россия;
Альховский Михаил Александрович;МЕТАЛЛОСТРОЙ;1;Справедливая Россия;
Веселова Наталья Сергеевна;МЕТАЛЛОСТРОЙ;1;Справедливая Россия;
Виноградов Владислав Викторович;МЕТАЛЛОСТРОЙ;1;Справедливая Россия;
Гамзатов Артур Расулович;МЕТАЛЛОСТРОЙ;2;Справедливая Россия;
Нечипорук Ирина Николаевна;МЕТАЛЛОСТРОЙ;2;Справедливая Россия;
Пушкова Полина Владимировна;МЕТАЛЛОСТРОЙ;2;Справедливая Россия;
"	Стрелкова Ольга Семеновна
";МЕТАЛЛОСТРОЙ;1;Справедливая Россия;
Горелова Наталья Анатольевна;МЕТАЛЛОСТРОЙ;2;Справедливая Россия;
Спирин Григорий Витальевич;МЕТАЛЛОСТРОЙ;2;Справедливая Россия;
Аракелов Кирилл Святославович;МОСКОВСКАЯ ЗАСТАВА;3;Справедливая Россия;
Кваша Юрий Николаевич;МОСКОВСКАЯ ЗАСТАВА;1;Справедливая Россия;
Кизеев Евгений Иванович;МОСКОВСКАЯ ЗАСТАВА;1;Справедливая Россия;
Кощеева Олеся Викторовна;МОСКОВСКАЯ ЗАСТАВА;4;Справедливая Россия;
Крылов Александр Александрович;МОСКОВСКАЯ ЗАСТАВА;2;Справедливая Россия;
Новиков Александр Викторович;МОСКОВСКАЯ ЗАСТАВА;4;Справедливая Россия;
Солодянникова Татьяна Леонидовна;МОСКОВСКАЯ ЗАСТАВА;4;Справедливая Россия;
Черемных Кристина Витальевна;МОСКОВСКАЯ ЗАСТАВА;4;Справедливая Россия;
Черкас Анна Васильевна;МОСКОВСКАЯ ЗАСТАВА;4;Справедливая Россия;
Каменев Михаил Михайлович;Невский округ;169;Справедливая Россия;
Лахманова Марина Алексеевна;Невский округ;169;Справедливая Россия;
Ложечко Андрей Викторович;Невский округ;167;Справедливая Россия;
Сорокин Александр Михайлович;Невский округ;167;Справедливая Россия;
Щелоков Леонид Юрьевич;Невский округ;167;Справедливая Россия;
Аверин Александр Сергеевич;Озеро Долгое;203;Справедливая Россия;
Безменов Борис Борисович;Озеро Долгое;203;Справедливая Россия;
Гузенко Виталий Викторович;Озеро Долгое;205;Справедливая Россия;
Захаренков Алексей Георгиевич;Озеро Долгое;202;Справедливая Россия;
Кацыло Иван Николаевич;Озеро Долгое;204;Справедливая Россия;
Коротаев Михаил Михайлович;Озеро Долгое;204;Справедливая Россия;
Мамин Имиль Алиевич;Озеро Долгое;202;Справедливая Россия;
Миляева Лариса Александровна;Озеро Долгое;202;Справедливая Россия;
Минхайров Фидаиль Марсович;Озеро Долгое;204;Справедливая Россия;
Нарышкин Сергей Павлович;Озеро Долгое;204;Справедливая Россия;
Черемных Кристина Витальевна;Озеро Долгое;205;Справедливая Россия;
Шокин Антон Николаевич;Озеро Долгое;203;Справедливая Россия;
Расулов Тимур Камалутдинович;ОККЕРВИЛЬ;173;Справедливая Россия;
Аникиев Артур Давидович;ОККЕРВИЛЬ;171;Справедливая Россия;
Коломийцев Алексей Вячеславович;ОККЕРВИЛЬ;172;Справедливая Россия;
Ложечко Андрей Викторович;ОККЕРВИЛЬ;172;Справедливая Россия;
Малолеткин Никита Валерьевич;ОККЕРВИЛЬ;171;Справедливая Россия;
Натолочный Александр Николаевич;ОККЕРВИЛЬ;170;Справедливая Россия;
Наумов Владислав Григорьевич;ОККЕРВИЛЬ;173;Справедливая Россия;
Овчарова Елизавета Константиновна;ОККЕРВИЛЬ;173;Справедливая Россия;
Полякова Валерия Валерьевна;ОККЕРВИЛЬ;171;Справедливая Россия;
Пшиченко Роман Алексеевич;ОККЕРВИЛЬ;170;Справедливая Россия;
Северский Сергей Михайлович;ОККЕРВИЛЬ;171;Справедливая Россия;
Шаров Александр Александрович;ОККЕРВИЛЬ;173;Справедливая Россия;
Щелоков Леонид Юрьевич;ОККЕРВИЛЬ;170;Справедливая Россия;
Щиголев Илья Викторович;ОККЕРВИЛЬ;170;Справедливая Россия;
Ясиновский Максим Геннадьевич;ОККЕРВИЛЬ;172;Справедливая Россия;
Кваша Юрий Николаевич;ПАВЛОВСК ГОРОД;2;Справедливая Россия;
Печникова Ирина Евгеньевна;ПАВЛОВСК ГОРОД;2;Справедливая Россия;
Тюлькин Евгений Викторович;ПАВЛОВСК ГОРОД;2;Справедливая Россия;
Бидаш Татьяна Венедиктовна;Пискарёвка;62;Справедливая Россия;
Ветохина Мария Геннадьевна;Пискарёвка;61;Справедливая Россия;
Волкова Лилия Ильдаровна;Пискарёвка;62;Справедливая Россия;
Волошин Артем Владимирович;Пискарёвка;61;Справедливая Россия;
Жанарстанова Галина Альбертовна;Пискарёвка;62;Справедливая Россия;
Кушнаренко Федор Александрович;Пискарёвка;62;Справедливая Россия;
Пономарев Роман Леонидович;Пискарёвка;61;Справедливая Россия;
Барышников Владимир Ильич;Полюстрово;2;Справедливая Россия;
Вишневская Наталья Гавриловна;Полюстрово;3;Справедливая Россия;
Дзямулич Михаил Васильевич;Полюстрово;1;Справедливая Россия;
Долгицер Виктория Михайловна;Полюстрово;1;Справедливая Россия;
Егельский Егор Евгеньевич;Полюстрово;2;Справедливая Россия;
Зятикова Светлана Николаевна;Полюстрово;1;Справедливая Россия;
Пуйша Александр Эдуардович;Полюстрово;1;Справедливая Россия;
Раянова Эльвира Талгатовна;Полюстрово;1;Справедливая Россия;
Храмцова Галина Алексеевна;Полюстрово;4;Справедливая Россия;
Алчинов Евгений Валентинович;Пороховые;110;Справедливая Россия;
Безменов Игнатий Борисович;ПОСЕЛОК ЛИСИЙ НОС;4;Справедливая Россия;
Бондин Сергей Сергеевич;ПОСЕЛОК ЛИСИЙ НОС;4;Справедливая Россия;
Касаткин Иван Михайлович;ПОСЕЛОК ЛИСИЙ НОС;4;Справедливая Россия;
Чайкин Дмитрий Владимирович;ПОСЕЛОК ЛИСИЙ НОС;4;Справедливая Россия;
Эвель Илья Владимирович;ПОСЕЛОК ЛИСИЙ НОС;3;Справедливая Россия;
Аникиев Артур Давидович;Правобережный;176;Справедливая Россия;
Иванов Роман Владимирович;Правобережный;174;Справедливая Россия;
Крютченко Ярослав Максимович;Правобережный;176;Справедливая Россия;
Лагутин Вячеслав Венадиевич;Правобережный;174;Справедливая Россия;
Ложечко Андрей Викторович;Правобережный;176;Справедливая Россия;
Ложечко Виктор Петрович;Правобережный;177;Справедливая Россия;
Полякова Валерия Валерьевна;Правобережный;174;Справедливая Россия;
Северский Сергей Михайлович;Правобережный;176;Справедливая Россия;
Безменов Борис Борисович;Прометей;65;Справедливая Россия;
Безменов Игнатий Борисович;Прометей;66;Справедливая Россия;
Давидович Валентина Владимировна;Прометей;68;Справедливая Россия;
Демянович Роман Геннадьевич;Прометей;65;Справедливая Россия;
Дмитраков Кирилл Игоревич;Прометей;65;Справедливая Россия;
Ильин Артем Сергеевич;Прометей;68;Справедливая Россия;
Корнетов Владимир Викторович;Прометей;66;Справедливая Россия;
Кочнова Наталья Вячеславовна;Прометей;66;Справедливая Россия;
Метёлкин Михаил Викторович;Прометей;66;Справедливая Россия;
Минхайров Фидаиль Марсович;Прометей;68;Справедливая Россия;
Черепов Андрей Юрьевич;Прометей;68;Справедливая Россия;
Журавлёв Александр Иванович;ПУШКИН ГОРОД;2;Справедливая Россия;
Кваша Юрий Николаевич;ПУШКИН ГОРОД;1;Справедливая Россия;
"	Калакутин Сергей Васильевич";ПУШКИН ГОРОД;4;Объединенные Демократы;
Тюлькин Евгений Викторович;ПУШКИН ГОРОД;1;Справедливая Россия;
Роганков Андрей Борисович;Светлановское;25;Справедливая Россия;
Калиновская Оксана Валентиновна;Северный ;64;Справедливая Россия;
Русинов Андрей Алексеевич;Северный ;64;Справедливая Россия;
Рухмаков Дмитрий Алексеевич;Северный ;64;Справедливая Россия;
Шокин Антон Николаевич;Северный ;64;Справедливая Россия;
Ануфриева Тамара Федоровна;Северный ;64;Справедливая Россия;
Баженов Сергей Викторович;Северный ;63;Справедливая Россия;
Григорьева Ольга Анатольевна;Северный ;63;Справедливая Россия;
Егорова Ирина Николаевна;Северный ;63;Справедливая Россия;
Кацыло Николай Владимирович;Северный ;63;Справедливая Россия;
Лухтанов Никита Владимирович;Северный ;63;Справедливая Россия;
Барышев Алексей Александрович;СЕСТРОРЕЦК ГОРОД;1;Справедливая Россия;
Кучеров Григорий Борисович;СЕСТРОРЕЦК ГОРОД;2;Справедливая Россия;
Мандзюк Иван Дмитриевич;СЕСТРОРЕЦК ГОРОД;2;Справедливая Россия;
Панасевич Денис Александрович;СЕСТРОРЕЦК ГОРОД;2;Справедливая Россия;
Свиридова Елена Александровна;СЕСТРОРЕЦК ГОРОД;1;Справедливая Россия;
Смирнов Сергей Александрович;СЕСТРОРЕЦК ГОРОД;2;Справедливая Россия;
Сухнев Данила Юрьевич;СЕСТРОРЕЦК ГОРОД;1;Справедливая Россия;
Шушулков Дмитрий Дмитриевич;СЕСТРОРЕЦК ГОРОД;2;Справедливая Россия;
Малолеткин Никита Валерьевич;Смольнинское;239;Справедливая Россия;
Гильштейн Ульяна Сергеевна;СОСНОВАЯ ПОЛЯНА;2;Справедливая Россия;
Давыдов Станислав Вячеславович;СОСНОВАЯ ПОЛЯНА;1;Справедливая Россия;
Кологрив Евгений Георгиевич;СОСНОВАЯ ПОЛЯНА;2;Справедливая Россия;
Левашов Александр Юрьевич;СОСНОВАЯ ПОЛЯНА;1;Справедливая Россия;
Никитин Владимир Александрович;СОСНОВАЯ ПОЛЯНА;1;Справедливая Россия;
Тихонов Максим Аркадьевич;СОСНОВАЯ ПОЛЯНА;1;Справедливая Россия;
Ханенко Александр Александрович;СОСНОВАЯ ПОЛЯНА;1;Справедливая Россия;
"	Япеев Евгений Анатольевич";Сосновское ;4;Справедливая Россия;
Жданов Александр Сергеевич;Сосновское ;3;Справедливая Россия;
Калинин Александр Юрьевич;Сосновское ;4;Справедливая Россия;
Чупрунов Павел Вячеславович;Черная речка;2;Объединенные Демократы;
Васильев Валерий Викторович;Сосновское ;4;Справедливая Россия;
Геворгян Сергей Манукович;Сосновское ;3;Справедливая Россия;
Лунёв Роман Сергеевич;Сосновское ;2;Справедливая Россия;
Харлантьев Сергей Владимирович;Сосновское ;4;Справедливая Россия;
Булатов Андрей Александрович;СТРЕЛЬНА ПОСЕЛОК;1;Справедливая Россия;
Беллавин Антон Павлович;Ульянка ;74;Справедливая Россия;
Брагин Павел Николаевич;Ульянка ;74;Справедливая Россия;
"Лапин Вячеслав Владимирович
";Ульянка ;73;Справедливая Россия;
Мохов Илья Сергеевич;ПОСЕЛОК ЛИСИЙ НОС;3;Объединенные Демократы;
Мингазова Валерия Анатольевна;Ульянка ;73;Справедливая Россия;
Череповицкий Станислав Юльянович;ПОСЕЛОК ЛИСИЙ НОС;4;Объединенные Демократы;
Золотов Александр Вячеславович;Урицк;1;Справедливая Россия;
Кочмар Константин Ильич;Урицк;1;Справедливая Россия;
Кочмар Марина Валерьевна;Урицк;2;Справедливая Россия;
Левашова Ольга Борисовна;Урицк;1;Справедливая Россия;
Литвяк Сергей Александрович;Урицк;1;Справедливая Россия;
Любимов Павел Владимирович;Урицк;2;Справедливая Россия;
Шевкунов Сергей Германович;Урицк;1;Справедливая Россия;
Бабурина Елена Александровна;Финлянский округ;54;Справедливая Россия;
Дурасова Эльвира Юрьевна;Финлянский округ;56;Справедливая Россия;
Рябчук Екатерина Юрьевна;Финлянский округ;54;Справедливая Россия;
Голубева Лилиана Николаевна;Черная речка;1;Справедливая Россия;
Китаева Наталья Владимировна;Черная речка;4;Справедливая Россия;
Полунина Ольга Викторовна;Черная речка;3;Справедливая Россия;
Градская Екатерина Сергеевна;ШУШАРЫ ПОСЕЛОК;3;Справедливая Россия;
Дигич Андрей Андреевич;ШУШАРЫ ПОСЕЛОК;4;Справедливая Россия;
Козлов Александр Сергеевич;ШУШАРЫ ПОСЕЛОК;2;Справедливая Россия;
Комаров Александр Юрьевич;ШУШАРЫ ПОСЕЛОК;1;Справедливая Россия;
Никулина Татьяна Вячеславовна;ШУШАРЫ ПОСЕЛОК;3;Справедливая Россия;
Уколов Владимир Станиславович;ШУШАРЫ ПОСЕЛОК;2;Справедливая Россия;
Гагарин Дмитрий Алексеевич;Юго-Запад;4;Справедливая Россия;
Гильштейн Ульяна Сергеевна;Юго-Запад;2;Справедливая Россия;
Захаренко Олег Алексеевич;Юго-Запад;2;Справедливая Россия;
Казаков Алексей Евгеньевич;Юго-Запад;3;Справедливая Россия;
Левашов Александр Юрьевич;Юго-Запад;2;Справедливая Россия;
Любимов Павел Владимирович;Юго-Запад;3;Справедливая Россия;
Любимова Наталья Георгиевна;Юго-Запад;4;Справедливая Россия;
Новицкая Ольга Анатольевна;Юго-Запад;3;Справедливая Россия;
Осипов Игорь Дмитриевич;Юго-Запад;1;Справедливая Россия;
Пилипенко Артем Петрович;Юго-Запад;4;Справедливая Россия;
Ткачев Валерий Александрович;Юго-Запад;3;Справедливая Россия;
Шапин Андрей Викторович;Юго-Запад;3;Справедливая Россия;
Шарупич Григорий Геннадьевич;Юго-Запад;2;Справедливая Россия;
Шевкунов Сергей Германович;Юго-Запад;4;Справедливая Россия;
Ерихов Александр Анатольевич;Южно-Приморский ;5;Справедливая Россия;
Патрушев Дмитрий Викторович;Южно-Приморский ;4;Справедливая Россия;
Арутюнов Сергей Наполеонович;Юнтолово;695;Справедливая Россия;
Давыдова Любовь Николаевна;Юнтолово;693;Справедливая Россия;
Краснобородкин Алексей Николаевич;Юнтолово;695;Справедливая Россия;
Молотков Михаил Михайлович;Юнтолово;694;Справедливая Россия;
Пестерев Сергей Владимирович;Юнтолово;691;Справедливая Россия;
Смирнов Николай Владимирович;Юнтолово;691;Справедливая Россия;
Соколов Дмитрий Павлович;Юнтолово;691;Справедливая Россия;
Талыбов Даниль Кямилевич;Юнтолово;691;Справедливая Россия;
Шмаков Сергей Сергеевич;Юнтолово;692;Справедливая Россия;
Синяк Александра Александровна;Васильевский ;15;Объединенные Демократы;
"	Животов Алексей Юрьевич";Сосновское ;3;Яблоко;
Харитонов Сергей Владимирович;ИЗМАЙЛОВСКОЕ;10;Объединенные Демократы;
Манушин Андрей Игоревич;ПУШКИН ГОРОД;4;Объединенные Демократы;
Узянбаева Инга Альбертовна;ШУШАРЫ ПОСЕЛОК;4;Объединенные Демократы;
